product_id,product_name,category,price,supplier_id
136,Standing Desk,Furniture,204.85,536
137,Throw Pillows,Home & Kitchen,303.24,537
138,Wireless Charger,Electronics,375.75,538
139,Wireless Presenter,Electronics,282.05,539
140,USB-C Hub,Electronics,349.07,540
141,Wireless Earbuds,Electronics,370.91,541
142,Electric Kettle,Home & Kitchen,327.03,542
143,Desk Organizer,Accessories,363.12,543
144,Screen Protector,Accessories,354.11,544
145,Desk Lamp,Home & Kitchen,338.04,545
146,4K Monitor,Electronics,392.1,546
147,Water Bottle,Home & Kitchen,315.26,547
148,File Cabinet,Furniture,304.02,548
149,Webcam HD,Electronics,372.46,549
150,Keyboard Wrist Rest,Accessories,281.73,550
151,Office Chair,Furniture,282.59,551
152,Coffee Maker,Home & Kitchen,276.64,552
153,Document Scanner,Electronics,270.26,553
154,Desk Mat,Accessories,377.12,554
155,Tablet Stand,Accessories,396.04,555
156,Drawer Unit,Furniture,316.25,556
157,Bath Towels,Home & Kitchen,414.89,557
158,External SSD,Electronics,408.77,558
159,Computer Speakers,Electronics,325.26,559
160,Gaming Keyboard,Electronics,377.45,560
161,Gaming Mouse Pad,Accessories,263.44,561
162,Rice Cooker,Home & Kitchen,224.74,562
163,Phone Grip,Accessories,361.47,563
164,Toaster Oven,Home & Kitchen,315.05,564
165,Laptop Stand,Accessories,255.95,565
166,Mechanical Keyboard,Electronics,440.06,566
167,Food Processor,Home & Kitchen,453.95,567
168,Monitor Stand,Furniture,195.22,568
169,Laptop Sleeve,Accessories,272.21,569
170,Wireless Mouse,Electronics,438.68,570
171,Power Strip,Electronics,360.52,571
172,Microphone,Electronics,471.42,572
173,Bookshelf,Furniture,335.97,573
174,Portable Charger,Accessories,427.29,574
175,Bluetooth Headphones,Electronics,299.01,575
176,Noise Cancelling Headset,Electronics,453.88,576
177,Smart Watch,Electronics,275.04,577
178,Cable Organizer,Accessories,202,578
179,Storage Containers,Home & Kitchen,520.73,579
180,Kitchen Blender,Home & Kitchen,544.65,580
181,Wall Clock,Home & Kitchen,364.48,581
182,Storage Shelf,Furniture,455.36,582
183,WiFi Router,Electronics,402.37,583
184,Air Purifier,Home & Kitchen,384.86,584
185,Smartphone Case,Accessories,346.56,585
186,Standing Desk,Furniture,390.81,586
187,Throw Pillows,Home & Kitchen,308.82,587
188,Wireless Charger,Electronics,306.34,588
189,Wireless Presenter,Electronics,254.27,589
190,USB-C Hub,Electronics,469.14,590
191,Wireless Earbuds,Electronics,384.9,591
192,Electric Kettle,Home & Kitchen,299.5,592
193,Desk Organizer,Accessories,238.37,593
194,Screen Protector,Accessories,411.33,594
195,Desk Lamp,Home & Kitchen,299.51,595
196,4K Monitor,Electronics,749.08,596
197,Water Bottle,Home & Kitchen,299.59,597
198,File Cabinet,Furniture,555.24,598
199,Webcam HD,Electronics,293.02,599
200,Keyboard Wrist Rest,Accessories,159.71,600
201,Office Chair,Furniture,400.41,501
202,Coffee Maker,Home & Kitchen,351.19,502
203,Document Scanner,Electronics,219.36,503
204,Desk Mat,Accessories,326.13,504
205,Tablet Stand,Accessories,255.62,505
206,Drawer Unit,Furniture,298.17,506
207,Bath Towels,Home & Kitchen,428.94,507
208,External SSD,Electronics,228.18,508
209,Computer Speakers,Electronics,392.86,509
210,Gaming Keyboard,Electronics,222.96,510
211,Gaming Mouse Pad,Accessories,381.73,511
212,Rice Cooker,Home & Kitchen,252.63,512
213,Phone Grip,Accessories,500.87,513
214,Toaster Oven,Home & Kitchen,318.21,514
215,Laptop Stand,Accessories,301.01,515
216,Mechanical Keyboard,Electronics,385.34,516
217,Food Processor,Home & Kitchen,362.04,517
218,Monitor Stand,Furniture,342.75,518
219,Laptop Sleeve,Accessories,279.27,519
220,Wireless Mouse,Electronics,355.67,520
221,Power Strip,Electronics,231.5,521
222,Microphone,Electronics,202.75,522
223,Bookshelf,Furniture,263.09,523
224,Portable Charger,Accessories,317.41,524
225,Bluetooth Headphones,Electronics,355.78,525
226,Noise Cancelling Headset,Electronics,292.26,526
227,Smart Watch,Electronics,507.64,527
228,Cable Organizer,Accessories,403.21,528
229,Storage Containers,Home & Kitchen,330.9,529
230,Kitchen Blender,Home & Kitchen,377.06,530
231,Wall Clock,Home & Kitchen,350.56,531
232,Storage Shelf,Furniture,180.35,532
233,WiFi Router,Electronics,326.26,533
234,Air Purifier,Home & Kitchen,451.23,534
235,Smartphone Case,Accessories,446.63,535
236,Standing Desk,Furniture,412.03,536
237,Throw Pillows,Home & Kitchen,276.33,537
238,Wireless Charger,Electronics,301.58,538
239,Wireless Presenter,Electronics,352.46,539
240,USB-C Hub,Electronics,329.77,540
241,Wireless Earbuds,Electronics,382.78,541
242,Electric Kettle,Home & Kitchen,324.74,542
243,Desk Organizer,Accessories,308.72,543
244,Screen Protector,Accessories,258.69,544
245,Desk Lamp,Home & Kitchen,221.85,545
246,4K Monitor,Electronics,441.9,546
247,Water Bottle,Home & Kitchen,287.97,547
248,File Cabinet,Furniture,553.32,548
249,Webcam HD,Electronics,173.68,549
250,Keyboard Wrist Rest,Accessories,348.48,550
251,Office Chair,Furniture,311.24,551
252,Coffee Maker,Home & Kitchen,400.61,552
253,Document Scanner,Electronics,458.35,553
254,Desk Mat,Accessories,612.67,554
255,Tablet Stand,Accessories,325.26,555
256,Drawer Unit,Furniture,349.64,556
257,Bath Towels,Home & Kitchen,209.35,557
258,External SSD,Electronics,244.25,558
259,Computer Speakers,Electronics,410.66,559
260,Gaming Keyboard,Electronics,237.43,560
261,Gaming Mouse Pad,Accessories,387.96,561
262,Rice Cooker,Home & Kitchen,295.28,562
263,Phone Grip,Accessories,354.98,563
264,Toaster Oven,Home & Kitchen,453.25,564
265,Laptop Stand,Accessories,406.8,565
266,Mechanical Keyboard,Electronics,234.79,566
267,Food Processor,Home & Kitchen,454.31,567
268,Monitor Stand,Furniture,311.86,568
269,Laptop Sleeve,Accessories,293.92,569
270,Wireless Mouse,Electronics,457.22,570
271,Power Strip,Electronics,526.72,571
272,Microphone,Electronics,266.04,572
273,Bookshelf,Furniture,,573
274,Portable Charger,Accessories,524.58,574
275,Bluetooth Headphones,Electronics,303.18,575
276,Noise Cancelling Headset,Electronics,308.43,576
277,Smart Watch,Electronics,292.66,577
278,Cable Organizer,Accessories,208.75,578
279,Storage Containers,Home & Kitchen,258.84,579
280,Kitchen Blender,Home & Kitchen,386.52,580
281,Wall Clock,Home & Kitchen,379.9,581
282,Storage Shelf,Furniture,370.52,582
283,WiFi Router,Electronics,341.83,583
284,Air Purifier,Home & Kitchen,240.19,584
285,Smartphone Case,Accessories,464.91,585
286,Standing Desk,Furniture,319.27,586
287,Throw Pillows,Home & Kitchen,403.77,587
288,Wireless Charger,Electronics,374.2,588
289,Wireless Presenter,Electronics,343.31,589
290,USB-C Hub,Electronics,500.43,590
291,Wireless Earbuds,Electronics,205.7,591
292,Electric Kettle,Home & Kitchen,322.02,592
293,Desk Organizer,Accessories,503.26,593
294,Screen Protector,Accessories,379.43,594
295,Desk Lamp,Home & Kitchen,464.52,595
296,4K Monitor,Electronics,249.62,596
297,Water Bottle,Home & Kitchen,519.79,597
298,File Cabinet,Furniture,336.14,598
299,Webcam HD,Electronics,397.34,599
300,Keyboard Wrist Rest,Accessories,263.1,600
301,Office Chair,Furniture,212.69,501
302,Coffee Maker,Home & Kitchen,486.34,502
303,Document Scanner,Electronics,301.8,503
304,Desk Mat,Accessories,146.88,504
305,Tablet Stand,Accessories,372.3,505
306,Drawer Unit,Furniture,333.66,506
307,Bath Towels,Home & Kitchen,604.88,507
308,External SSD,Electronics,248.02,508
309,Computer Speakers,Electronics,439.3,509
310,Gaming Keyboard,Electronics,412.53,510
311,Gaming Mouse Pad,Accessories,296.23,511
312,Rice Cooker,Home & Kitchen,372.93,512
313,Phone Grip,Accessories,288.42,513
314,Toaster Oven,Home & Kitchen,258.28,514
315,Laptop Stand,Accessories,327.19,515
316,Mechanical Keyboard,Electronics,296.47,516
317,Food Processor,Home & Kitchen,374.76,517
318,Monitor Stand,Furniture,293.42,518
319,Laptop Sleeve,Accessories,389.6,519
320,Wireless Mouse,Electronics,396.54,520
321,Power Strip,Electronics,201.89,521
322,Microphone,Electronics,345.06,522
323,Bookshelf,Furniture,364.4,523
324,Portable Charger,Accessories,307.33,524
325,Bluetooth Headphones,Electronics,375.72,525
326,Noise Cancelling Headset,Electronics,187.82,526
327,Smart Watch,Electronics,287.85,527
328,Cable Organizer,Accessories,307.23,528
329,Storage Containers,Home & Kitchen,318.63,529
330,Kitchen Blender,Home & Kitchen,352.4,530
331,Wall Clock,Home & Kitchen,181.87,531
332,Storage Shelf,Furniture,251.79,532
333,WiFi Router,Electronics,290.86,533
334,Air Purifier,Home & Kitchen,389.69,534
335,Smartphone Case,Accessories,276.71,535
336,Standing Desk,Furniture,385.14,536
337,Throw Pillows,Home & Kitchen,292.11,537
338,Wireless Charger,Electronics,352.83,538
339,Wireless Presenter,Electronics,254.31,539
340,USB-C Hub,Electronics,309.54,540
341,Wireless Earbuds,Electronics,217.24,541
342,Electric Kettle,Home & Kitchen,278.11,542
343,Desk Organizer,Accessories,360.3,543
344,Screen Protector,Accessories,374.78,544
345,Desk Lamp,Home & Kitchen,309.26,545
346,4K Monitor,Electronics,324.06,546
347,Water Bottle,Home & Kitchen,314.04,547
348,File Cabinet,Furniture,428.58,548
349,Webcam HD,Electronics,365.38,549
350,Keyboard Wrist Rest,Accessories,346.04,550
351,Office Chair,Furniture,488.93,551
352,Coffee Maker,Home & Kitchen,364.13,552
353,Document Scanner,Electronics,418.7,553
354,Desk Mat,Accessories,369.75,554
355,Tablet Stand,Accessories,347.99,555
356,Drawer Unit,Furniture,370.5,556
357,Bath Towels,Home & Kitchen,298.91,557
358,External SSD,Electronics,427.12,558
359,Computer Speakers,Electronics,384.81,559
360,Gaming Keyboard,Electronics,334.11,560
361,Gaming Mouse Pad,Accessories,191.02,561
362,Rice Cooker,Home & Kitchen,375.76,562
363,Phone Grip,Accessories,224.47,563
364,Toaster Oven,Home & Kitchen,310.06,564
365,Laptop Stand,Accessories,663.46,565
366,Mechanical Keyboard,Electronics,269.57,566
367,Food Processor,Home & Kitchen,209.42,567
368,Monitor Stand,Furniture,314.93,568
369,Laptop Sleeve,Accessories,419.84,569
370,Wireless Mouse,Electronics,273.63,570
371,Power Strip,Electronics,348.95,571
372,Microphone,Electronics,548.46,572
373,Bookshelf,Furniture,299.27,573
374,Portable Charger,Accessories,329.55,574
375,Bluetooth Headphones,Electronics,223.57,575
376,Noise Cancelling Headset,Electronics,386.7,576
377,Smart Watch,Electronics,290.5,577
378,Cable Organizer,Accessories,315.37,578
379,Storage Containers,Home & Kitchen,254.72,579
380,Kitchen Blender,Home & Kitchen,435.86,580
381,Wall Clock,Home & Kitchen,263.14,581
382,Storage Shelf,Furniture,374.14,582
383,WiFi Router,Electronics,497.25,583
384,Air Purifier,Home & Kitchen,354.22,584
385,Smartphone Case,Accessories,396.22,585
386,Standing Desk,Furniture,198.86,586
387,Throw Pillows,Home & Kitchen,404.66,587
388,Wireless Charger,Electronics,183.64,588
389,Wireless Presenter,Electronics,434.88,589
390,USB-C Hub,Electronics,342.06,590
391,Wireless Earbuds,Electronics,503.78,591
392,Electric Kettle,Home & Kitchen,451.13,592
393,Desk Organizer,Accessories,420.75,593
394,Screen Protector,Accessories,369.19,594
395,Desk Lamp,Home & Kitchen,359.59,595
396,4K Monitor,Electronics,447.06,596
397,Water Bottle,Home & Kitchen,309.23,597
398,File Cabinet,Furniture,455.39,598
399,Webcam HD,Electronics,239.08,599
400,Keyboard Wrist Rest,Accessories,404.75,600
401,Office Chair,Furniture,424.13,501
402,Coffee Maker,Home & Kitchen,381.12,502
403,Document Scanner,Electronics,336.44,503
404,Desk Mat,Accessories,336.01,504
405,Tablet Stand,Accessories,428.38,505
406,Drawer Unit,Furniture,386.75,506
407,Bath Towels,Home & Kitchen,285.11,507
408,External SSD,Electronics,302.72,508
409,Computer Speakers,Electronics,227.22,509
410,Gaming Keyboard,Electronics,365.72,510
411,Gaming Mouse Pad,Accessories,298.02,511
412,Rice Cooker,Home & Kitchen,345.72,512
413,Phone Grip,Accessories,621.4,513
414,Toaster Oven,Home & Kitchen,386.46,514
415,Laptop Stand,Accessories,413.79,515
416,Mechanical Keyboard,Electronics,179.43,516
417,Food Processor,Home & Kitchen,369.87,517
418,Monitor Stand,Furniture,294.41,518
419,Laptop Sleeve,Accessories,303.44,519
420,Wireless Mouse,Electronics,610.19,520
421,Power Strip,Electronics,448.25,521
422,Microphone,Electronics,340.15,522
423,Bookshelf,Furniture,348.63,523
424,Portable Charger,Accessories,365.65,524
425,Bluetooth Headphones,Electronics,278.18,525
426,Noise Cancelling Headset,Electronics,294.73,526
427,Smart Watch,Electronics,402.78,527
428,Cable Organizer,Accessories,444.16,528
429,Storage Containers,Home & Kitchen,387.6,529
430,Kitchen Blender,Home & Kitchen,494.56,530
431,Wall Clock,Home & Kitchen,260.37,531
432,Storage Shelf,Furniture,260.66,532
433,WiFi Router,Electronics,259.64,533
434,Air Purifier,Home & Kitchen,270.04,534
435,Smartphone Case,Accessories,316.63,535
436,Standing Desk,Furniture,451.27,536
437,Throw Pillows,Home & Kitchen,366.68,537
438,Wireless Charger,Electronics,263.2,538
439,Wireless Presenter,Electronics,356.63,539
440,USB-C Hub,Electronics,464.07,540
441,Wireless Earbuds,Electronics,254.59,541
442,Electric Kettle,Home & Kitchen,406.4,542
443,Desk Organizer,Accessories,436.58,543
444,Screen Protector,Accessories,348.18,544
445,Desk Lamp,Home & Kitchen,445.94,545
446,4K Monitor,Electronics,460.96,546
447,Water Bottle,Home & Kitchen,380.39,547
448,File Cabinet,Furniture,386.92,548
449,Webcam HD,Electronics,347.28,549
450,Keyboard Wrist Rest,Accessories,327.62,550
451,Office Chair,Furniture,289,551
452,Coffee Maker,Home & Kitchen,338.36,552
453,Document Scanner,Electronics,229.25,553
454,Desk Mat,Accessories,240,554
455,Tablet Stand,Accessories,330.09,555
456,Drawer Unit,Furniture,263.55,556
457,Bath Towels,Home & Kitchen,324.57,557
458,External SSD,Electronics,219.62,558
459,Computer Speakers,Electronics,540.81,559
460,Gaming Keyboard,Electronics,501.97,560
461,Gaming Mouse Pad,Accessories,462.3,561
462,Rice Cooker,Home & Kitchen,384.15,562
463,Phone Grip,Accessories,383.55,563
464,Toaster Oven,Home & Kitchen,381.16,564
465,Laptop Stand,Accessories,468.78,565
466,Mechanical Keyboard,Electronics,441.44,566
467,Food Processor,Home & Kitchen,295.42,567
468,Monitor Stand,Furniture,430.46,568
469,Laptop Sleeve,Accessories,336.4,569
470,Wireless Mouse,Electronics,362.1,570
471,Power Strip,Electronics,354.55,571
472,Microphone,Electronics,424.29,572
473,Bookshelf,Furniture,388.62,573
474,Portable Charger,Accessories,592.05,574
475,Bluetooth Headphones,Electronics,335.07,575
476,Noise Cancelling Headset,Electronics,180.74,576
477,Smart Watch,Electronics,356.8,577
478,Cable Organizer,Accessories,259.02,578
479,Storage Containers,Home & Kitchen,382.99,579
480,Kitchen Blender,Home & Kitchen,330.1,580
481,Wall Clock,Home & Kitchen,260.05,581
482,Storage Shelf,Furniture,363.25,582
483,WiFi Router,Electronics,381.23,583
484,Air Purifier,Home & Kitchen,454.98,584
485,Smartphone Case,Accessories,558.41,585
486,Standing Desk,Furniture,373.83,586
487,Throw Pillows,Home & Kitchen,359.67,587
488,Wireless Charger,Electronics,303.05,588
489,Wireless Presenter,Electronics,184.13,589
490,USB-C Hub,Electronics,335.23,590
491,Wireless Earbuds,Electronics,527.23,591
492,Electric Kettle,Home & Kitchen,289.31,592
493,Desk Organizer,Accessories,423.94,593
494,Screen Protector,Accessories,319.7,594
495,Desk Lamp,Home & Kitchen,291.68,595
496,4K Monitor,Electronics,293.04,596
497,Water Bottle,Home & Kitchen,489.45,597
498,File Cabinet,Furniture,328.48,598
499,Webcam HD,Electronics,339.32,599
500,Keyboard Wrist Rest,Accessories,293.56,600
501,Office Chair,Furniture,291.93,501
502,Coffee Maker,Home & Kitchen,318.55,502
503,Document Scanner,Electronics,254.08,503
504,Desk Mat,Accessories,396.53,504
505,Tablet Stand,Accessories,328.48,505
506,Drawer Unit,Furniture,256.08,506
507,Bath Towels,Home & Kitchen,349.44,507
508,External SSD,Electronics,272.05,508
509,Computer Speakers,Electronics,415.83,509
510,Gaming Keyboard,Electronics,368.04,510
511,Gaming Mouse Pad,Accessories,321.86,511
512,Rice Cooker,Home & Kitchen,406.67,512
513,Phone Grip,Accessories,363.37,513
514,Toaster Oven,Home & Kitchen,341.38,514
515,Laptop Stand,Accessories,534.05,515
516,Mechanical Keyboard,Electronics,281.59,516
517,Food Processor,Home & Kitchen,401.22,517
518,Monitor Stand,Furniture,346.12,518
519,Laptop Sleeve,Accessories,392.23,519
520,Wireless Mouse,Electronics,270.1,520
521,Power Strip,Electronics,181.4,521
522,Microphone,Electronics,261.61,522
523,Bookshelf,Furniture,168.97,523
524,Portable Charger,Accessories,352.77,524
525,Bluetooth Headphones,Electronics,283.48,525
526,Noise Cancelling Headset,Electronics,314.17,526
527,Smart Watch,Electronics,405.49,527
528,Cable Organizer,Accessories,292.46,528
529,Storage Containers,Home & Kitchen,309.61,529
530,Kitchen Blender,Home & Kitchen,274.56,530
531,Wall Clock,Home & Kitchen,315.29,531
532,Storage Shelf,Furniture,197.92,532
533,WiFi Router,Electronics,349.79,533
534,Air Purifier,Home & Kitchen,331.99,534
535,Smartphone Case,Accessories,220.24,535
536,Standing Desk,Furniture,724.91,536
537,Throw Pillows,Home & Kitchen,289.13,537
538,Wireless Charger,Electronics,446.83,538
539,Wireless Presenter,Electronics,226.9,539
540,USB-C Hub,Electronics,282.77,540
541,Wireless Earbuds,Electronics,426.43,541
542,Electric Kettle,Home & Kitchen,508.86,542
543,Desk Organizer,Accessories,331.92,543
544,Screen Protector,Accessories,294.5,544
545,Desk Lamp,Home & Kitchen,339.94,545
546,4K Monitor,Electronics,336.64,546
547,Water Bottle,Home & Kitchen,336.17,547
548,File Cabinet,Furniture,266.23,548
549,Webcam HD,Electronics,360.74,549
550,Keyboard Wrist Rest,Accessories,454.91,550
551,Office Chair,Furniture,264.87,551
552,Coffee Maker,Home & Kitchen,262.2,552
553,Document Scanner,Electronics,247.39,553
554,Desk Mat,Accessories,307.32,554
555,Tablet Stand,Accessories,373.7,555
556,Drawer Unit,Furniture,366.4,556
557,Bath Towels,Home & Kitchen,456.67,557
558,External SSD,Electronics,290.75,558
559,Computer Speakers,Electronics,476.2,559
560,Gaming Keyboard,Electronics,329.8,560
561,Gaming Mouse Pad,Accessories,466.01,561
562,Rice Cooker,Home & Kitchen,271.86,562
563,Phone Grip,Accessories,308.77,563
564,Toaster Oven,Home & Kitchen,255.93,564
565,Laptop Stand,Accessories,263.31,565
566,Mechanical Keyboard,Electronics,438.17,566
567,Food Processor,Home & Kitchen,328.11,567
568,Monitor Stand,Furniture,527.64,568
569,Laptop Sleeve,Accessories,430.85,569
570,Wireless Mouse,Electronics,218.72,570
571,Power Strip,Electronics,347.67,571
572,Microphone,Electronics,544.66,572
573,Bookshelf,Furniture,367.51,573
574,Portable Charger,Accessories,323.97,574
575,Bluetooth Headphones,Electronics,423.34,575
576,Noise Cancelling Headset,Electronics,264.22,576
577,Smart Watch,Electronics,367.7,577
578,Cable Organizer,Accessories,466.43,578
579,Storage Containers,Home & Kitchen,323.92,579
580,Kitchen Blender,Home & Kitchen,320.76,580
581,Wall Clock,Home & Kitchen,300.71,581
582,Storage Shelf,Furniture,533.35,582
583,WiFi Router,Electronics,259.85,583
584,Air Purifier,Home & Kitchen,265.99,584
585,Smartphone Case,Accessories,431.62,585
586,Standing Desk,Furniture,341.07,586
587,Throw Pillows,Home & Kitchen,197.56,587
588,Wireless Charger,Electronics,381.43,588
589,Wireless Presenter,Electronics,335.37,589
590,USB-C Hub,Electronics,411.41,590
591,Wireless Earbuds,Electronics,451.82,591
592,Electric Kettle,Home & Kitchen,499.11,592
593,Desk Organizer,Accessories,387.43,593
594,Screen Protector,Accessories,313.96,594
595,Desk Lamp,Home & Kitchen,364.13,595
596,4K Monitor,Electronics,333.47,596
597,Water Bottle,Home & Kitchen,371.62,597
598,File Cabinet,Furniture,257.3,598
599,Webcam HD,Electronics,387.71,599
600,Keyboard Wrist Rest,Accessories,454.44,600
601,Office Chair,Furniture,263.57,501
602,Coffee Maker,Home & Kitchen,439.93,502
603,Document Scanner,Electronics,318.12,503
604,Desk Mat,Accessories,714.05,504
605,Tablet Stand,Accessories,250.34,505
606,Drawer Unit,Furniture,482.64,506
607,Bath Towels,Home & Kitchen,396.31,507
608,External SSD,Electronics,587.19,508
609,Computer Speakers,Electronics,465.07,509
610,Gaming Keyboard,Electronics,272.41,510
611,Gaming Mouse Pad,Accessories,277.34,511
612,Rice Cooker,Home & Kitchen,207.86,512
613,Phone Grip,Accessories,289.18,513
614,Toaster Oven,Home & Kitchen,218.32,514
615,Laptop Stand,Accessories,387.13,515
616,Mechanical Keyboard,Electronics,233.72,516
617,Food Processor,Home & Kitchen,372.5,517
618,Monitor Stand,Furniture,350.28,518
619,Laptop Sleeve,Accessories,559.95,519
620,Wireless Mouse,Electronics,394.1,520
621,Power Strip,Electronics,390.18,521
622,Microphone,Electronics,640.13,522
623,Bookshelf,Furniture,364.79,523
624,Portable Charger,Accessories,272.22,524
625,Bluetooth Headphones,Electronics,405.32,525
626,Noise Cancelling Headset,Electronics,378.27,526
627,Smart Watch,Electronics,300.25,527
628,Cable Organizer,Accessories,236.97,528
629,Storage Containers,Home & Kitchen,285.62,529
630,Kitchen Blender,Home & Kitchen,241.16,530
631,Wall Clock,Home & Kitchen,414.28,531
632,Storage Shelf,Furniture,234.31,532
633,WiFi Router,Electronics,225.96,533
634,Air Purifier,Home & Kitchen,303.38,534
