review_id,product_id,customer_id,rating,review_text
177,43,1543,3,"Great value, pleasantly surprised."
178,1543,1543,3,"Great value, pleasantly surprised."
179,9,9009,2,"It is okay, does the job."
180,1509,9009,2,"It is okay, does the job."
181,70,70,3,Met my expectations perfectly.
182,1570,70,3,Met my expectations perfectly.
183,1546,1546,2,"Just average, nothing remarkable."
184,46,1546,2,"Just average, nothing remarkable."
185,34,6034,4,Really happy with this purchase.
186,1534,6034,4,Really happy with this purchase.
187,7,6007,3,Amazing! Exceeded my expectations.
188,1507,6007,3,Amazing! Exceeded my expectations.
189,72,6072,5,Really impressed with the quality.
190,1572,6072,5,Really impressed with the quality.
191,1501,9001,4,"Great product, very satisfied!"
192,1,9001,4,"Great product, very satisfied!"
193,1545,3045,2,Exceeded my expectations completely.
194,45,3045,2,Exceeded my expectations completely.
195,43,43,3,"Great value, pleasantly surprised."
196,1543,43,3,"Great value, pleasantly surprised."
197,1514,6014,2,"Average product, nothing special."
198,14,6014,2,"Average product, nothing special."
199,51,7551,1,Mixed feelings about this one.
200,1551,7551,1,Mixed feelings about this one.
201,1501,1,4,"Great product, very satisfied!"
202,1,1,4,"Great product, very satisfied!"
203,1548,9048,4,Wish I had bought this sooner!
204,48,9048,4,Wish I had bought this sooner!
205,43,3043,3,"Great value, pleasantly surprised."
206,1543,3043,3,"Great value, pleasantly surprised."
207,36,3036,2,Outstanding performance and reliability.
208,1536,3036,2,Outstanding performance and reliability.
209,34,7534,4,Really happy with this purchase.
210,1534,7534,4,Really happy with this purchase.
211,71,1571,5,Solid product despite minor flaws.
212,1571,1571,5,Solid product despite minor flaws.
213,47,3047,1,Perfect addition to my setup.
214,1547,3047,1,Perfect addition to my setup.
215,2,7502,1,"Not what I expected, but still decent."
216,1502,7502,1,"Not what I expected, but still decent."
217,25,25,1,Decent product but overpriced.
218,1525,25,1,Decent product but overpriced.
219,1555,3055,3,"Decent build quality, fair price."
220,55,3055,3,"Decent build quality, fair price."
221,23,1523,1,Nice design but functionality is lacking.
222,1523,1523,1,Nice design but functionality is lacking.
223,40,4540,2,Impressive features for the price.
224,1540,4540,2,Impressive features for the price.
225,36,1536,2,Outstanding performance and reliability.
226,1536,1536,2,Outstanding performance and reliability.
227,1559,1559,2,Started strong but deteriorated quickly.
228,59,1559,2,Started strong but deteriorated quickly.
229,2,1502,1,"Not what I expected, but still decent."
230,1502,1502,1,"Not what I expected, but still decent."
231,1548,6048,4,Wish I had bought this sooner!
232,48,6048,4,Wish I had bought this sooner!
233,18,7518,2,Best purchase I have made this year!
234,1518,7518,2,Best purchase I have made this year!
235,57,1557,3,Some improvements needed but good overall.
236,1557,1557,3,Some improvements needed but good overall.
237,47,7547,1,Perfect addition to my setup.
238,1547,7547,1,Perfect addition to my setup.
239,77,9077,2,Satisfied with the purchase overall.
240,1577,9077,2,Satisfied with the purchase overall.
241,1514,1514,2,"Average product, nothing special."
242,14,1514,2,"Average product, nothing special."
243,78,3078,1,Good quality but instructions unclear.
244,1578,3078,1,Good quality but instructions unclear.
245,7,4507,3,Amazing! Exceeded my expectations.
246,1507,4507,3,Amazing! Exceeded my expectations.
247,7,3007,3,Amazing! Exceeded my expectations.
248,1507,3007,3,Amazing! Exceeded my expectations.
249,75,3075,5,Could use some improvements.
250,1575,3075,5,Could use some improvements.
251,70,4570,3,Met my expectations perfectly.
252,1570,4570,3,Met my expectations perfectly.
253,40,3040,2,Impressive features for the price.
254,1540,3040,2,Impressive features for the price.
255,28,9028,1,"Solid construction, feels durable."
256,1528,9028,1,"Solid construction, feels durable."
257,1574,7574,2,"Fantastic product, fast shipping."
258,74,7574,2,"Fantastic product, fast shipping."
259,1554,1554,2,Lives up to the hype completely.
260,54,1554,2,Lives up to the hype completely.
261,1574,3074,2,"Fantastic product, fast shipping."
262,74,3074,2,"Fantastic product, fast shipping."
263,69,4569,1,Amazing value for the features.
264,1569,4569,1,Amazing value for the features.
265,69,69,1,Amazing value for the features.
266,1569,69,1,Amazing value for the features.
267,49,1549,1,"Not the best, but gets the job done."
268,1549,1549,1,"Not the best, but gets the job done."
269,1559,9059,2,Started strong but deteriorated quickly.
270,59,9059,2,Started strong but deteriorated quickly.
271,64,1564,2,Not quite what I was hoping for.
272,1564,1564,2,Not quite what I was hoping for.
273,1567,9067,4,Impressive attention to detail.
274,67,9067,4,Impressive attention to detail.
275,1562,62,2,"Good product, slow delivery."
276,62,62,2,"Good product, slow delivery."
277,29,6029,1,"Pretty good, room for improvement though."
278,1529,6029,1,"Pretty good, room for improvement though."
279,43,9043,3,"Great value, pleasantly surprised."
280,1543,9043,3,"Great value, pleasantly surprised."
281,42,4542,5,Simple to set up and use daily.
282,1542,4542,5,Simple to set up and use daily.
283,3,3,1,"Excellent quality, would buy again."
284,1503,3,1,"Excellent quality, would buy again."
285,1558,9058,3,Excellent product for daily use.
286,58,9058,3,Excellent product for daily use.
287,13,4513,5,"Perfect for my needs, highly recommend."
288,1513,4513,5,"Perfect for my needs, highly recommend."
289,1505,5,1,Good value for the price.
290,5,5,1,Good value for the price.
291,6,7506,1,"The item broke after a week, not happy."
292,1506,7506,1,"The item broke after a week, not happy."
293,68,7568,3,Needs some refinement but promising.
294,1568,7568,3,Needs some refinement but promising.
295,1560,7560,1,Definitely recommend to others.
296,60,7560,1,Definitely recommend to others.
297,9,4509,2,"It is okay, does the job."
298,1509,4509,2,"It is okay, does the job."
299,12,6012,4,Could be better for the price point.
300,1512,6012,4,Could be better for the price point.
301,1505,6005,1,Good value for the price.
302,5,6005,1,Good value for the price.
303,1566,4566,1,Basic functionality but reliable.
304,66,4566,1,Basic functionality but reliable.
305,42,7542,5,Simple to set up and use daily.
306,1542,7542,5,Simple to set up and use daily.
307,1555,1555,3,"Decent build quality, fair price."
308,55,1555,3,"Decent build quality, fair price."
309,68,68,3,Needs some refinement but promising.
310,1568,68,3,Needs some refinement but promising.
311,1522,22,3,Better than similar products I have tried.
312,22,22,3,Better than similar products I have tried.
313,1541,41,3,Expected better quality materials.
314,41,41,3,Expected better quality materials.
315,1519,7519,5,"Works as advertised, no complaints."
316,19,7519,5,"Works as advertised, no complaints."
317,1501,1501,4,"Great product, very satisfied!"
318,1,1501,4,"Great product, very satisfied!"
319,71,6071,5,Solid product despite minor flaws.
320,1571,6071,5,Solid product despite minor flaws.
321,1520,20,3,"Not worth the money, save your cash."
322,20,20,3,"Not worth the money, save your cash."
323,27,1527,5,Had some issues but support was helpful.
324,1527,1527,5,Had some issues but support was helpful.
325,34,34,4,Really happy with this purchase.
326,1534,34,4,Really happy with this purchase.
327,3,3003,1,"Excellent quality, would buy again."
328,1503,3003,1,"Excellent quality, would buy again."
329,29,29,1,"Pretty good, room for improvement though."
330,1529,29,1,"Pretty good, room for improvement though."
331,1511,1511,4,"Shipping was fast, product works great!"
332,11,1511,4,"Shipping was fast, product works great!"
333,12,4512,4,Could be better for the price point.
334,1512,4512,4,Could be better for the price point.
335,9,6009,2,"It is okay, does the job."
336,1509,6009,2,"It is okay, does the job."
337,1522,3022,3,Better than similar products I have tried.
338,22,3022,3,Better than similar products I have tried.
339,39,9039,1,Some flaws but overall satisfactory.
340,1539,9039,1,Some flaws but overall satisfactory.
341,1530,30,3,Absolutely love this product!
342,30,30,3,Absolutely love this product!
343,1504,3004,1,The product arrived late but works well.
344,4,3004,1,The product arrived late but works well.
345,57,4557,3,Some improvements needed but good overall.
346,1557,4557,3,Some improvements needed but good overall.
347,1541,9041,3,Expected better quality materials.
348,41,9041,3,Expected better quality materials.
349,1533,9033,4,Good product but shipping took forever.
350,33,9033,4,Good product but shipping took forever.
351,1552,1552,2,"Reliable product, no regrets."
352,52,1552,2,"Reliable product, no regrets."
353,28,6028,1,"Solid construction, feels durable."
354,1528,6028,1,"Solid construction, feels durable."
355,51,9051,1,Mixed feelings about this one.
356,1551,9051,1,Mixed feelings about this one.
357,1541,1541,3,Expected better quality materials.
358,41,1541,3,Expected better quality materials.
359,61,3061,4,Better than I anticipated.
360,1561,3061,4,Better than I anticipated.
361,51,51,1,Mixed feelings about this one.
362,1551,51,1,Mixed feelings about this one.
363,70,9070,3,Met my expectations perfectly.
364,1570,9070,3,Met my expectations perfectly.
365,1556,1556,1,Love the design and functionality.
366,56,1556,1,Love the design and functionality.
367,1530,6030,3,Absolutely love this product!
368,30,6030,3,Absolutely love this product!
369,23,6023,1,Nice design but functionality is lacking.
370,1523,6023,1,Nice design but functionality is lacking.
371,1554,3054,2,Lives up to the hype completely.
372,54,3054,2,Lives up to the hype completely.
373,38,1538,4,Worth every penny spent.
374,1538,1538,4,Worth every penny spent.
375,1558,1558,3,Excellent product for daily use.
376,58,1558,3,Excellent product for daily use.
377,1504,1504,1,The product arrived late but works well.
378,4,1504,1,The product arrived late but works well.
379,78,6078,1,Good quality but instructions unclear.
380,1578,6078,1,Good quality but instructions unclear.
381,64,64,2,Not quite what I was hoping for.
382,1564,64,2,Not quite what I was hoping for.
383,1553,7553,5,Good features but poor execution.
384,53,7553,5,Good features but poor execution.
385,1566,3066,1,Basic functionality but reliable.
386,66,3066,1,Basic functionality but reliable.
387,1517,7517,5,Disappointed with the overall quality.
388,17,7517,5,Disappointed with the overall quality.
389,6,6,1,"The item broke after a week, not happy."
390,1506,6,1,"The item broke after a week, not happy."
391,1511,9011,4,"Shipping was fast, product works great!"
392,11,9011,4,"Shipping was fast, product works great!"
393,57,57,3,Some improvements needed but good overall.
394,1557,57,3,Some improvements needed but good overall.
395,1517,1517,5,Disappointed with the overall quality.
396,17,1517,5,Disappointed with the overall quality.
397,1553,53,5,Good features but poor execution.
398,53,53,5,Good features but poor execution.
399,27,3027,5,Had some issues but support was helpful.
400,1527,3027,5,Had some issues but support was helpful.
401,1519,1519,5,"Works as advertised, no complaints."
402,19,1519,5,"Works as advertised, no complaints."
403,1555,4555,3,"Decent build quality, fair price."
404,55,4555,3,"Decent build quality, fair price."
405,1522,4522,3,Better than similar products I have tried.
406,22,4522,3,Better than similar products I have tried.
407,1558,58,3,Excellent product for daily use.
408,58,58,3,Excellent product for daily use.
409,1553,6053,5,Good features but poor execution.
410,53,6053,5,Good features but poor execution.
411,18,3018,2,Best purchase I have made this year!
412,1518,3018,2,Best purchase I have made this year!
413,1576,7576,3,"Great features, worth the wait."
414,76,7576,3,"Great features, worth the wait."
415,16,16,4,"Customer service was excellent, product too."
416,1516,16,4,"Customer service was excellent, product too."
417,1530,9030,3,Absolutely love this product!
418,30,9030,3,Absolutely love this product!
419,65,9065,2,Superior quality compared to competitors.
420,1565,9065,2,Superior quality compared to competitors.
421,78,1578,1,Good quality but instructions unclear.
422,1578,1578,1,Good quality but instructions unclear.
423,1522,7522,3,Better than similar products I have tried.
424,22,7522,3,Better than similar products I have tried.
425,1505,1505,1,Good value for the price.
426,5,1505,1,Good value for the price.
427,27,7527,5,Had some issues but support was helpful.
428,1527,7527,5,Had some issues but support was helpful.
429,1559,7559,2,Started strong but deteriorated quickly.
430,59,7559,2,Started strong but deteriorated quickly.
431,1544,1544,5,Minor issues but works as intended.
432,44,1544,5,Minor issues but works as intended.
433,34,1534,4,Really happy with this purchase.
434,1534,1534,4,Really happy with this purchase.
435,3,4503,1,"Excellent quality, would buy again."
436,1503,4503,1,"Excellent quality, would buy again."
437,2,4502,1,"Not what I expected, but still decent."
438,1502,4502,1,"Not what I expected, but still decent."
439,6,9006,1,"The item broke after a week, not happy."
440,1506,9006,1,"The item broke after a week, not happy."
441,3,1503,1,"Excellent quality, would buy again."
442,1503,1503,1,"Excellent quality, would buy again."
443,1515,4515,3,"Lasted longer than expected, good purchase."
444,15,4515,3,"Lasted longer than expected, good purchase."
445,13,6013,5,"Perfect for my needs, highly recommend."
446,1513,6013,5,"Perfect for my needs, highly recommend."
447,68,1568,3,Needs some refinement but promising.
448,1568,1568,3,Needs some refinement but promising.
449,1563,1563,4,Happy with the performance so far.
450,63,1563,4,Happy with the performance so far.
451,6,4506,1,"The item broke after a week, not happy."
452,1506,4506,1,"The item broke after a week, not happy."
453,18,1518,2,Best purchase I have made this year!
454,1518,1518,2,Best purchase I have made this year!
455,25,3025,1,Decent product but overpriced.
456,1525,3025,1,Decent product but overpriced.
457,1567,4567,4,Impressive attention to detail.
458,67,4567,4,Impressive attention to detail.
459,12,1512,4,Could be better for the price point.
460,1512,1512,4,Could be better for the price point.
461,1511,3011,4,"Shipping was fast, product works great!"
462,11,3011,4,"Shipping was fast, product works great!"
463,1514,14,2,"Average product, nothing special."
464,14,14,2,"Average product, nothing special."
465,1555,9055,3,"Decent build quality, fair price."
466,55,9055,3,"Decent build quality, fair price."
467,1559,3059,2,Started strong but deteriorated quickly.
468,59,3059,2,Started strong but deteriorated quickly.
469,1535,3035,4,Quality control needs improvement.
470,35,3035,4,Quality control needs improvement.
471,1576,3076,3,"Great features, worth the wait."
472,76,3076,3,"Great features, worth the wait."
473,57,3057,3,Some improvements needed but good overall.
474,1557,3057,3,Some improvements needed but good overall.
475,75,75,5,Could use some improvements.
476,1575,75,5,Could use some improvements.
477,1574,1574,2,"Fantastic product, fast shipping."
478,74,1574,2,"Fantastic product, fast shipping."
479,38,4538,4,Worth every penny spent.
480,1538,4538,4,Worth every penny spent.
481,23,4523,1,Nice design but functionality is lacking.
482,1523,4523,1,Nice design but functionality is lacking.
483,72,3072,5,Really impressed with the quality.
484,1572,3072,5,Really impressed with the quality.
485,51,3051,1,Mixed feelings about this one.
486,1551,3051,1,Mixed feelings about this one.
487,47,47,1,Perfect addition to my setup.
488,1547,47,1,Perfect addition to my setup.
489,77,1577,2,Satisfied with the purchase overall.
490,1577,1577,2,Satisfied with the purchase overall.
491,1508,6008,2,"Fantastic, exactly what I needed."
492,8,6008,2,"Fantastic, exactly what I needed."
493,1535,35,4,Quality control needs improvement.
494,35,35,4,Quality control needs improvement.
495,1530,1530,3,Absolutely love this product!
496,30,1530,3,Absolutely love this product!
497,38,38,4,Worth every penny spent.
498,1538,38,4,Worth every penny spent.
499,32,32,5,"Functions perfectly, no issues so far."
500,1532,32,5,"Functions perfectly, no issues so far."
501,23,9023,1,Nice design but functionality is lacking.
502,1523,9023,1,Nice design but functionality is lacking.
503,24,3024,5,Would give it 6 stars if I could!
504,1524,3024,5,Would give it 6 stars if I could!
505,49,49,1,"Not the best, but gets the job done."
506,1549,49,1,"Not the best, but gets the job done."
507,68,9068,3,Needs some refinement but promising.
508,1568,9068,3,Needs some refinement but promising.
509,7,9007,3,Amazing! Exceeded my expectations.
510,1507,9007,3,Amazing! Exceeded my expectations.
511,1559,6059,2,Started strong but deteriorated quickly.
512,59,6059,2,Started strong but deteriorated quickly.
513,1519,9019,5,"Works as advertised, no complaints."
514,19,9019,5,"Works as advertised, no complaints."
515,1517,3017,5,Disappointed with the overall quality.
516,17,3017,5,Disappointed with the overall quality.
517,40,1540,2,Impressive features for the price.
518,1540,1540,2,Impressive features for the price.
519,1556,6056,1,Love the design and functionality.
520,56,6056,1,Love the design and functionality.
521,31,6031,2,"Not as described, slightly disappointed."
522,1531,6031,2,"Not as described, slightly disappointed."
523,1558,7558,3,Excellent product for daily use.
524,58,7558,3,Excellent product for daily use.
525,1526,6026,1,"Easy to use, great features."
526,26,6026,1,"Easy to use, great features."
527,1519,6019,5,"Works as advertised, no complaints."
528,19,6019,5,"Works as advertised, no complaints."
529,9,3009,2,"It is okay, does the job."
530,1509,3009,2,"It is okay, does the job."
531,1515,6015,3,"Lasted longer than expected, good purchase."
532,15,6015,3,"Lasted longer than expected, good purchase."
533,29,1529,1,"Pretty good, room for improvement though."
534,1529,1529,1,"Pretty good, room for improvement though."
535,13,7513,5,"Perfect for my needs, highly recommend."
536,1513,7513,5,"Perfect for my needs, highly recommend."
537,1535,9035,4,Quality control needs improvement.
538,35,9035,4,Quality control needs improvement.
539,31,31,2,"Not as described, slightly disappointed."
540,1531,31,2,"Not as described, slightly disappointed."
541,36,6036,2,Outstanding performance and reliability.
542,1536,6036,2,Outstanding performance and reliability.
543,1546,9046,2,"Just average, nothing remarkable."
544,46,9046,2,"Just average, nothing remarkable."
545,1573,6073,5,Works well but expensive for what it is.
546,73,6073,5,Works well but expensive for what it is.
547,39,1539,1,Some flaws but overall satisfactory.
548,1539,1539,1,Some flaws but overall satisfactory.
549,1556,56,1,Love the design and functionality.
550,56,56,1,Love the design and functionality.
551,40,40,2,Impressive features for the price.
552,1540,40,2,Impressive features for the price.
553,13,13,5,"Perfect for my needs, highly recommend."
554,1513,13,5,"Perfect for my needs, highly recommend."
555,10,6010,2,Very impressed with the build quality.
556,1510,6010,2,Very impressed with the build quality.
557,69,9069,1,Amazing value for the features.
558,1569,9069,1,Amazing value for the features.
559,1504,7504,1,The product arrived late but works well.
560,4,7504,1,The product arrived late but works well.
561,1573,73,5,Works well but expensive for what it is.
562,73,73,5,Works well but expensive for what it is.
563,1558,3058,3,Excellent product for daily use.
564,58,3058,3,Excellent product for daily use.
565,6,3006,1,"The item broke after a week, not happy."
566,1506,3006,1,"The item broke after a week, not happy."
567,12,3012,4,Could be better for the price point.
568,1512,3012,4,Could be better for the price point.
569,71,7571,5,Solid product despite minor flaws.
570,1571,7571,5,Solid product despite minor flaws.
571,61,9061,4,Better than I anticipated.
572,1561,9061,4,Better than I anticipated.
573,57,9057,3,Some improvements needed but good overall.
574,1557,9057,3,Some improvements needed but good overall.
575,1519,3019,5,"Works as advertised, no complaints."
576,19,3019,5,"Works as advertised, no complaints."
577,1541,4541,3,Expected better quality materials.
578,41,4541,3,Expected better quality materials.
579,1559,59,2,Started strong but deteriorated quickly.
580,59,59,2,Started strong but deteriorated quickly.
581,1530,4530,3,Absolutely love this product!
582,30,4530,3,Absolutely love this product!
583,39,7539,1,Some flaws but overall satisfactory.
584,1539,7539,1,Some flaws but overall satisfactory.
585,43,7543,3,"Great value, pleasantly surprised."
586,1543,7543,3,"Great value, pleasantly surprised."
587,3,6003,1,"Excellent quality, would buy again."
588,1503,6003,1,"Excellent quality, would buy again."
589,16,4516,4,"Customer service was excellent, product too."
590,1516,4516,4,"Customer service was excellent, product too."
591,68,4568,3,Needs some refinement but promising.
592,1568,4568,3,Needs some refinement but promising.
593,64,6064,2,Not quite what I was hoping for.
594,1564,6064,2,Not quite what I was hoping for.
595,49,6049,1,"Not the best, but gets the job done."
596,1549,6049,1,"Not the best, but gets the job done."
597,16,3016,4,"Customer service was excellent, product too."
598,1516,3016,4,"Customer service was excellent, product too."
599,61,61,4,Better than I anticipated.
600,1561,61,4,Better than I anticipated.
601,32,1532,5,"Functions perfectly, no issues so far."
602,1532,1532,5,"Functions perfectly, no issues so far."
603,1526,1526,1,"Easy to use, great features."
604,26,1526,1,"Easy to use, great features."
605,1545,7545,2,Exceeded my expectations completely.
606,45,7545,2,Exceeded my expectations completely.
607,1521,3021,2,Exactly what I was looking for.
608,21,3021,2,Exactly what I was looking for.
609,38,3038,4,Worth every penny spent.
610,1538,3038,4,Worth every penny spent.
611,68,3068,3,Needs some refinement but promising.
612,1568,3068,3,Needs some refinement but promising.
613,1535,7535,4,Quality control needs improvement.
614,35,7535,4,Quality control needs improvement.
615,1522,6022,3,Better than similar products I have tried.
616,22,6022,3,Better than similar products I have tried.
617,1553,9053,5,Good features but poor execution.
618,53,9053,5,Good features but poor execution.
619,1526,26,1,"Easy to use, great features."
620,26,26,1,"Easy to use, great features."
621,37,1537,5,"Does the basics well, nothing fancy."
622,1537,1537,5,"Does the basics well, nothing fancy."
623,13,1513,5,"Perfect for my needs, highly recommend."
624,1513,1513,5,"Perfect for my needs, highly recommend."
625,1545,1545,2,Exceeded my expectations completely.
626,45,1545,2,Exceeded my expectations completely.
627,12,12,4,Could be better for the price point.
628,1512,12,4,Could be better for the price point.
629,1574,9074,2,"Fantastic product, fast shipping."
630,74,9074,2,"Fantastic product, fast shipping."
631,25,7525,1,Decent product but overpriced.
632,1525,7525,1,Decent product but overpriced.
633,23,7523,1,Nice design but functionality is lacking.
634,1523,7523,1,Nice design but functionality is lacking.
635,77,7577,2,Satisfied with the purchase overall.
636,1577,7577,2,Satisfied with the purchase overall.
637,1548,48,4,Wish I had bought this sooner!
